
Lexeme         LINENO         tokenName                valIfNumber              parentNodeSymbol         IsLeafNode(y/n)          nodeSymbol          
----           -1             ----                     ----                     arithOrBoolExpr          n                        relopExpr           
EMPTY          -1             EMPTY                    ----                     relopExprNew             y                        EMPTY               
----           -1             ----                     ----                     relopExpr                n                        relopExprNew        
----           -1             ----                     ----                     expression               n                        arithOrBoolExpr     
EMPTY          -1             EMPTY                    ----                     arithOrBoolExprNew       y                        EMPTY               
----           -1             ----                     ----                     arithOrBoolExpr          n                        arithOrBoolExprNew  
----           -1             ----                     ----                     lvalueARRStmt            n                        expression          
SEMICOL        104            SEMICOL                  ----                     lvalueARRStmt            y                        SEMICOL             
----           -1             ----                     ----                     assignmentStmt           n                        whichStmt           
----           -1             ----                     ----                     statement                n                        simpleStmt          
----           -1             ----                     ----                     statements               n                        statement           
----           -1             ----                     ----                     statements               n                        statements          
arr2           105            ID                       ----                     assignmentStmt           y                        ID                  
----           -1             ----                     ----                     simpleStmt               n                        assignmentStmt      
SQBO           105            SQBO                     ----                     lvalueARRStmt            y                        SQBO                
----           -1             ----                     ----                     whichStmt                n                        lvalueARRStmt       
id5            105            ID                       ----                     index                    y                        ID                  
----           -1             ----                     ----                     lvalueARRStmt            n                        index               
SQBC           105            SQBC                     ----                     lvalueARRStmt            y                        SQBC                
ASSIGNOP       105            ASSIGNOP                 ----                     lvalueARRStmt            y                        ASSIGNOP            
arr4           105            ID                       ----                     var_id_num               y                        ID                  
----           -1             ----                     ----                     factor                   n                        var_id_num          
SQBO           105            SQBO                     ----                     whichId                  y                        SQBO                
----           -1             ----                     ----                     var_id_num               n                        whichId             
----           105            NUM                      35                       index                    y                        NUM                 
----           -1             ----                     ----                     whichId                  n                        index               
SQBC           105            SQBC                     ----                     whichId                  y                        SQBC                
----           -1             ----                     ----                     term                     n                        factor              
----           -1             ----                     ----                     arithmeticExpr           n                        term                
EMPTY          -1             EMPTY                    ----                     termNew                  y                        EMPTY               
----           -1             ----                     ----                     term                     n                        termNew             
----           -1             ----                     ----                     relopExpr                n                        arithmeticExpr      
EMPTY          -1             EMPTY                    ----                     arithmeticExprNew        y                        EMPTY               
----           -1             ----                     ----                     arithmeticExpr           n                        arithmeticExprNew   
----           -1             ----                     ----                     arithOrBoolExpr          n                        relopExpr           
EMPTY          -1             EMPTY                    ----                     relopExprNew             y                        EMPTY               
----           -1             ----                     ----                     relopExpr                n                        relopExprNew        
----           -1             ----                     ----                     expression               n                        arithOrBoolExpr     
EMPTY          -1             EMPTY                    ----                     arithOrBoolExprNew       y                        EMPTY               
----           -1             ----                     ----                     arithOrBoolExpr          n                        arithOrBoolExprNew  
----           -1             ----                     ----                     lvalueARRStmt            n                        expression          
SEMICOL        105            SEMICOL                  ----                     lvalueARRStmt            y                        SEMICOL             
----           -1             ----                     ----                     assignmentStmt           n                        whichStmt           
----           -1             ----                     ----                     statement                n                        simpleStmt          
----           -1             ----                     ----                     statements               n                        statement           
----           -1             ----                     ----                     statements               n                        statements          
arr1           106            ID                       ----                     assignmentStmt           y                        ID                  
----           -1             ----                     ----                     simpleStmt               n                        assignmentStmt      
SQBO           106            SQBO                     ----                     lvalueARRStmt            y                        SQBO                
----           -1             ----                     ----                     whichStmt                n                        lvalueARRStmt       
id6            106            ID                       ----                     index                    y                        ID                  
----           -1             ----                     ----                     lvalueARRStmt            n                        index               
SQBC           106            SQBC                     ----                     lvalueARRStmt            y                        SQBC                
ASSIGNOP       106            ASSIGNOP                 ----                     lvalueARRStmt            y                        ASSIGNOP            
----           106            RNUM                     34.542999                var_id_num               y                        RNUM                
----           -1             ----                     ----                     factor                   n                        var_id_num          
----           -1             ----                     ----                     term                     n                        factor              
----           -1             ----                     ----                     arithmeticExpr           n                        term                
EMPTY          -1             EMPTY                    ----                     termNew                  y                        EMPTY               
----           -1             ----                     ----                     term                     n                        termNew             
----           -1             ----                     ----                     relopExpr                n                        arithmeticExpr      
EMPTY          -1             EMPTY                    ----                     arithmeticExprNew        y                        EMPTY               
----           -1             ----                     ----                     arithmeticExpr           n                        arithmeticExprNew   
----           -1             ----                     ----                     arithOrBoolExpr          n                        relopExpr           
EMPTY          -1             EMPTY                    ----                     relopExprNew             y                        EMPTY               
----           -1             ----                     ----                     relopExpr                n                        relopExprNew        
----           -1             ----                     ----                     expression               n                        arithOrBoolExpr     
EMPTY          -1             EMPTY                    ----                     arithOrBoolExprNew       y                        EMPTY               
----           -1             ----                     ----                     arithOrBoolExpr          n                        arithOrBoolExprNew  
----           -1             ----                     ----                     lvalueARRStmt            n                        expression          
SEMICOL        106            SEMICOL                  ----                     lvalueARRStmt            y                        SEMICOL             
----           -1             ----                     ----                     assignmentStmt           n                        whichStmt           
----           -1             ----                     ----                     statement                n                        simpleStmt          
----           -1             ----                     ----                     statements               n                        statement           
----           -1             ----                     ----                     statements               n                        statements          
arr2           107            ID                       ----                     assignmentStmt           y                        ID                  
----           -1             ----                     ----                     simpleStmt               n                        assignmentStmt      
SQBO           107            SQBO                     ----                     lvalueARRStmt            y                        SQBO                
----           -1             ----                     ----                     whichStmt                n                        lvalueARRStmt       
id7            107            ID                       ----                     index                    y                        ID                  
----           -1             ----                     ----                     lvalueARRStmt            n                        index               
SQBC           107            SQBC                     ----                     lvalueARRStmt            y                        SQBC                
ASSIGNOP       107            ASSIGNOP                 ----                     lvalueARRStmt            y                        ASSIGNOP            
----           107            NUM                      44                       var_id_num               y                        NUM                 
----           -1             ----                     ----                     factor                   n                        var_id_num          
----           -1             ----                     ----                     term                     n                        factor              
----           -1             ----                     ----                     arithmeticExpr           n                        term                
EMPTY          -1             EMPTY                    ----                     termNew                  y                        EMPTY               
----           -1             ----                     ----                     term                     n                        termNew             
----           -1             ----                     ----                     relopExpr                n                        arithmeticExpr      
EMPTY          -1             EMPTY                    ----                     arithmeticExprNew        y                        EMPTY               
----           -1             ----                     ----                     arithmeticExpr           n                        arithmeticExprNew   
----           -1             ----                     ----                     arithOrBoolExpr          n                        relopExpr           
EMPTY          -1             EMPTY                    ----                     relopExprNew             y                        EMPTY               
----           -1             ----                     ----                     relopExpr                n                        relopExprNew        
----           -1             ----                     ----                     expression               n                        arithOrBoolExpr     
EMPTY          -1             EMPTY                    ----                     arithOrBoolExprNew       y                        EMPTY               
----           -1             ----                     ----                     arithOrBoolExpr          n                        arithOrBoolExprNew  
----           -1             ----                     ----                     lvalueARRStmt            n                        expression          
SEMICOL        107            SEMICOL                  ----                     lvalueARRStmt            y                        SEMICOL             
----           -1             ----                     ----                     assignmentStmt           n                        whichStmt           
----           -1             ----                     ----                     statement                n                        simpleStmt          
----           -1             ----                     ----                     statements               n                        statement           
----           -1             ----                     ----                     statements               n                        statements          
SQBO           112            SQBO                     ----                     optional                 y                        SQBO                
----           -1             ----                     ----                     moduleReuseStmt          n                        optional            
id1            112            ID                       ----                     idList                   y                        ID                  
----           -1             ----                     ----                     optional                 n                        idList              
COMMA          112            COMMA                    ----                     idListNew                y                        COMMA               
----           -1             ----                     ----                     idList                   n                        idListNew           
id2            112            ID                       ----                     idListNew                y                        ID                  
COMMA          112            COMMA                    ----                     idListNew                y                        COMMA               
----           -1             ----                     ----                     idListNew                n                        idListNew           
id3            112            ID                       ----                     idListNew                y                        ID                  
EMPTY          -1             EMPTY                    ----                     idListNew                y                        EMPTY               
----           -1             ----                     ----                     idListNew                n                        idListNew           
SQBC           112            SQBC                     ----                     optional                 y                        SQBC                
ASSIGNOP       112            ASSIGNOP                 ----                     optional                 y                        ASSIGNOP            
----           -1             ----                     ----                     simpleStmt               n                        moduleReuseStmt     
USE            112            USE                      ----                     moduleReuseStmt          y                        USE                 
MODULE         112            MODULE                   ----                     moduleReuseStmt          y                        MODULE              
module1        112            ID                       ----                     moduleReuseStmt          y                        ID                  
WITH           112            WITH                     ----                     moduleReuseStmt          y                        WITH                
PARAMETERS     112            PARAMETERS               ----                     moduleReuseStmt          y                        PARAMETERS          
id4            112            ID                       ----                     idList                   y                        ID                  
----           -1             ----                     ----                     moduleReuseStmt          n                        idList              
COMMA          112            COMMA                    ----                     idListNew                y                        COMMA               
----           -1             ----                     ----                     idList                   n                        idListNew           
id5            112            ID                       ----                     idListNew                y                        ID                  
COMMA          112            COMMA                    ----                     idListNew                y                        COMMA               
----           -1             ----                     ----                     idListNew                n                        idListNew           
id6            112            ID                       ----                     idListNew                y                        ID                  
EMPTY          -1             EMPTY                    ----                     idListNew                y                        EMPTY               
----           -1             ----                     ----                     idListNew                n                        idListNew           
SEMICOL        112            SEMICOL                  ----                     moduleReuseStmt          y                        SEMICOL             
----           -1             ----                     ----                     statement                n                        simpleStmt          
----           -1             ----                     ----                     statements               n                        statement           
----           -1             ----                     ----                     statements               n                        statements          
DECLARE        118            DECLARE                  ----                     declareStmt              y                        DECLARE             
----           -1             ----                     ----                     statement                n                        declareStmt         
id1            118            ID                       ----                     idList                   y                        ID                  
----           -1             ----                     ----                     declareStmt              n                        idList              
COMMA          118            COMMA                    ----                     idListNew                y                        COMMA               
----           -1             ----                     ----                     idList                   n                        idListNew           
id2            118            ID                       ----                     idListNew                y                        ID                  
COMMA          118            COMMA                    ----                     idListNew                y                        COMMA               
----           -1             ----                     ----                     idListNew                n                        idListNew           
id3            118            ID                       ----                     idListNew                y                        ID                  
EMPTY          -1             EMPTY                    ----                     idListNew                y                        EMPTY               
----           -1             ----                     ----                     idListNew                n                        idListNew           
COLON          118            COLON                    ----                     declareStmt              y                        COLON               
INTEGER        118            INTEGER                  ----                     type                     y                        INTEGER             
----           -1             ----                     ----                     dataType                 n                        type                
----           -1             ----                     ----                     declareStmt              n                        dataType            
SEMICOL        118            SEMICOL                  ----                     declareStmt              y                        SEMICOL             
----           -1             ----                     ----                     statements               n                        statement           
----           -1             ----                     ----                     statements               n                        statements          
DECLARE        119            DECLARE                  ----                     declareStmt              y                        DECLARE             
----           -1             ----                     ----                     statement                n                        declareStmt         
id3            119            ID                       ----                     idList                   y                        ID                  
----           -1             ----                     ----                     declareStmt              n                        idList              
COMMA          119            COMMA                    ----                     idListNew                y                        COMMA               
----           -1             ----                     ----                     idList                   n                        idListNew           
id4            119            ID                       ----                     idListNew                y                        ID                  
COMMA          119            COMMA                    ----                     idListNew                y                        COMMA               
----           -1             ----                     ----                     idListNew                n                        idListNew           
id5            119            ID                       ----                     idListNew                y                        ID                  
EMPTY          -1             EMPTY                    ----                     idListNew                y                        EMPTY               
----           -1             ----                     ----                     idListNew                n                        idListNew           
COLON          119            COLON                    ----                     declareStmt              y                        COLON               
ARRAY          119            ARRAY                    ----                     dataType                 y                        ARRAY               
----           -1             ----                     ----                     declareStmt              n                        dataType            
SQBO           119            SQBO                     ----                     dataType                 y                        SQBO                
arr1           119            ID                       ----                     index                    y                        ID                  
----           -1             ----                     ----                     range_arrays             n                        index               
----           -1             ----                     ----                     dataType                 n                        range_arrays        
RANGEOP        119            RANGEOP                  ----                     range_arrays             y                        RANGEOP             
arr2           119            ID                       ----                     index                    y                        ID                  
----           -1             ----                     ----                     range_arrays             n                        index               
SQBC           119            SQBC                     ----                     dataType                 y                        SQBC                
OF             119            OF                       ----                     dataType                 y                        OF                  
REAL           119            REAL                     ----                     type                     y                        REAL                
----           -1             ----                     ----                     dataType                 n                        type                
SEMICOL        119            SEMICOL                  ----                     declareStmt              y                        SEMICOL             
----           -1             ----                     ----                     statements               n                        statement           
----           -1             ----                     ----                     statements               n                        statements          
DECLARE        120            DECLARE                  ----                     declareStmt              y                        DECLARE             
----           -1             ----                     ----                     statement                n                        declareStmt         
id6            120            ID                       ----                     idList                   y                        ID                  
----           -1             ----                     ----                     declareStmt              n                        idList              
COMMA          120            COMMA                    ----                     idListNew                y                        COMMA               
----           -1             ----                     ----                     idList                   n                        idListNew           
id7            120            ID                       ----                     idListNew                y                        ID                  
COMMA          120            COMMA                    ----                     idListNew                y                        COMMA               
----           -1             ----                     ----                     idListNew                n                        idListNew           
id8            120            ID                       ----                     idListNew                y                        ID                  
EMPTY          -1             EMPTY                    ----                     idListNew                y                        EMPTY               
----           -1             ----                     ----                     idListNew                n                        idListNew           
COLON          120            COLON                    ----                     declareStmt              y                        COLON               
ARRAY          120            ARRAY                    ----                     dataType                 y                        ARRAY               
----           -1             ----                     ----                     declareStmt              n                        dataType            
SQBO           120            SQBO                     ----                     dataType                 y                        SQBO                
arr1           120            ID                       ----                     index                    y                        ID                  
----           -1             ----                     ----                     range_arrays             n                        index               
----           -1             ----                     ----                     dataType                 n                        range_arrays        
RANGEOP        120            RANGEOP                  ----                     range_arrays             y                        RANGEOP             
----           120            NUM                      7                        index                    y                        NUM                 
----           -1             ----                     ----                     range_arrays             n                        index               
SQBC           120            SQBC                     ----                     dataType                 y                        SQBC                
OF             120            OF                       ----                     dataType                 y                        OF                  
INTEGER        120            INTEGER                  ----                     type                     y                        INTEGER             
----           -1             ----                     ----                     dataType                 n                        type                
SEMICOL        120            SEMICOL                  ----                     declareStmt              y                        SEMICOL             
----           -1             ----                     ----                     statements               n                        statement           
----           -1             ----                     ----                     statements               n                        statements          
DECLARE        121            DECLARE                  ----                     declareStmt              y                        DECLARE             
----           -1             ----                     ----                     statement                n                        declareStmt         
id6            121            ID                       ----                     idList                   y                        ID                  
----           -1             ----                     ----                     declareStmt              n                        idList              
COMMA          121            COMMA                    ----                     idListNew                y                        COMMA               
----           -1             ----                     ----                     idList                   n                        idListNew           
id7            121            ID                       ----                     idListNew                y                        ID                  
COMMA          121            COMMA                    ----                     idListNew                y                        COMMA               
----           -1             ----                     ----                     idListNew                n                        idListNew           
id8            121            ID                       ----                     idListNew                y                        ID                  
EMPTY          -1             EMPTY                    ----                     idListNew                y                        EMPTY               
----           -1             ----                     ----                     idListNew                n                        idListNew           
COLON          121            COLON                    ----                     declareStmt              y                        COLON               
ARRAY          121            ARRAY                    ----                     dataType                 y                        ARRAY               
----           -1             ----                     ----                     declareStmt              n                        dataType            
SQBO           121            SQBO                     ----                     dataType                 y                        SQBO                
----           121            NUM                      9                        index                    y                        NUM                 
----           -1             ----                     ----                     range_arrays             n                        index               
----           -1             ----                     ----                     dataType                 n                        range_arrays        
RANGEOP        121            RANGEOP                  ----                     range_arrays             y                        RANGEOP             
arr2           121            ID                       ----                     index                    y                        ID                  
----           -1             ----                     ----                     range_arrays             n                        index               
SQBC           121            SQBC                     ----                     dataType                 y                        SQBC                
OF             121            OF                       ----                     dataType                 y                        OF                  
INTEGER        121            INTEGER                  ----                     type                     y                        INTEGER             
----           -1             ----                     ----                     dataType                 n                        type                
SEMICOL        121            SEMICOL                  ----                     declareStmt              y                        SEMICOL             
----           -1             ----                     ----                     statements               n                        statement           
----           -1             ----                     ----                     statements               n                        statements          
DECLARE        122            DECLARE                  ----                     declareStmt              y                        DECLARE             
----           -1             ----                     ----                     statement                n                        declareStmt         
id6            122            ID                       ----                     idList                   y                        ID                  
----           -1             ----                     ----                     declareStmt              n                        idList              
COMMA          122            COMMA                    ----                     idListNew                y                        COMMA               
----           -1             ----                     ----                     idList                   n                        idListNew           
id7            122            ID                       ----                     idListNew                y                        ID                  
COMMA          122            COMMA                    ----                     idListNew                y                        COMMA               
----           -1             ----                     ----                     idListNew                n                        idListNew           
id8            122            ID                       ----                     idListNew                y                        ID                  
EMPTY          -1             EMPTY                    ----                     idListNew                y                        EMPTY               
----           -1             ----                     ----                     idListNew                n                        idListNew           
COLON          122            COLON                    ----                     declareStmt              y                        COLON               
ARRAY          122            ARRAY                    ----                     dataType                 y                        ARRAY               
----           -1             ----                     ----                     declareStmt              n                        dataType            
SQBO           122            SQBO                     ----                     dataType                 y                        SQBO                
----           122            NUM                      9                        index                    y                        NUM                 
----           -1             ----                     ----                     range_arrays             n                        index               
----           -1             ----                     ----                     dataType                 n                        range_arrays        
RANGEOP        122            RANGEOP                  ----                     range_arrays             y                        RANGEOP             
----           122            NUM                      7                        index                    y                        NUM                 
----           -1             ----                     ----                     range_arrays             n                        index               
SQBC           122            SQBC                     ----                     dataType                 y                        SQBC                
OF             122            OF                       ----                     dataType                 y                        OF                  
INTEGER        122            INTEGER                  ----                     type                     y                        INTEGER             
----           -1             ----                     ----                     dataType                 n                        type                
SEMICOL        122            SEMICOL                  ----                     declareStmt              y                        SEMICOL             
----           -1             ----                     ----                     statements               n                        statement           
----           -1             ----                     ----                     statements               n                        statements          
SWITCH         129            SWITCH                   ----                     condionalStmt            y                        SWITCH              
----           -1             ----                     ----                     statement                n                        condionalStmt       
BO             129            BO                       ----                     condionalStmt            y                        BO                  
id1            129            ID                       ----                     condionalStmt            y                        ID                  
BC             129            BC                       ----                     condionalStmt            y                        BC                  
START          130            START                    ----                     condionalStmt            y                        START               
CASE           131            CASE                     ----                     caseStmts                y                        CASE                
----           -1             ----                     ----                     condionalStmt            n                        caseStmts           
----           131            NUM                      35                       value                    y                        NUM                 
----           -1             ----                     ----                     caseStmts                n                        value               
COLON          131            COLON                    ----                     caseStmts                y                        COLON               
EMPTY          -1             EMPTY                    ----                     statements               y                        EMPTY               
----           -1             ----                     ----                     caseStmts                n                        statements          
BREAK          133            BREAK                    ----                     caseStmts                y                        BREAK               
SEMICOL        133            SEMICOL                  ----                     caseStmts                y                        SEMICOL             
CASE           135            CASE                     ----                     caseStmtsNew             y                        CASE                
----           -1             ----                     ----                     caseStmts                n                        caseStmtsNew        
TRUE           135            TRUE                     ----                     value                    y                        TRUE                
----           -1             ----                     ----                     caseStmtsNew             n                        value               
COLON          135            COLON                    ----                     caseStmtsNew             y                        COLON               
EMPTY          -1             EMPTY                    ----                     statements               y                        EMPTY               
----           -1             ----                     ----                     caseStmtsNew             n                        statements          
BREAK          137            BREAK                    ----                     caseStmtsNew             y                        BREAK               
SEMICOL        137            SEMICOL                  ----                     caseStmtsNew             y                        SEMICOL             
EMPTY          -1             EMPTY                    ----                     caseStmtsNew             y                        EMPTY               
----           -1             ----                     ----                     caseStmtsNew             n                        caseStmtsNew        
